Frame,L_Femur_L_Tibia,L_Tibia_L_Foot_X,L_Tibia_L_Foot_Y,L_Tibia_L_Foot_Z,R_Femur_R_Tibia,R_Tibia_R_Foot_X,R_Tibia_R_Foot_Y,R_Tibia_R_Foot_Z,Root_L_Femur_X,Root_L_Femur_Y,Root_L_Femur_Z,Root_R_Femur_X,Root_R_Femur_Y,Root_R_Femur_Z,World_Root_Ang_X,World_Root_Ang_Y,World_Root_Ang_Z,World_Root_Pos_X,World_Root_Pos_Y,World_Root_Pos_Z
113,21.11530,-16.85560,-26.40840,-41.77200,12.85920,-13.76930,24.23270,34.75920,-17.69420,10.10790,9.30154,-12.46270,-18.01360,-7.88596,151.04300,-76.68580,152.69400,-49.93770,873.64100,408.78600
114,21.16580,-16.90640,-26.38240,-41.72910,12.86550,-13.81310,24.26430,34.85350,-17.62120,10.02380,9.28673,-12.38060,-18.04320,-7.89308,151.26300,-76.72800,152.91400,-50.22460,873.59900,408.61600
115,21.25350,-16.94280,-26.33410,-41.70620,12.94540,-13.81830,24.27710,34.78000,-17.69810,9.95114,9.30742,-12.46090,-18.01690,-7.87507,151.15300,-76.67460,152.78800,-50.26310,873.56500,408.52100
116,21.32350,-16.94280,-26.29130,-41.68410,12.97570,-13.83960,24.28230,34.76530,-17.70950,9.85892,9.30722,-12.45620,-18.01370,-7.86629,151.18100,-76.66890,152.80700,-50.44510,873.52600,408.42300
117,21.40900,-16.92090,-26.25410,-41.65470,13.01340,-13.86240,24.31080,34.77110,-17.73760,9.76459,9.30995,-12.46300,-18.02850,-7.85859,151.18700,-76.66070,152.79900,-50.62530,873.47600,408.33300
118,21.49100,-16.89040,-26.19260,-41.60080,13.00130,-13.86660,24.24900,34.81610,-17.77620,9.65738,9.30591,-12.44260,-17.94220,-7.83027,151.14400,-76.64870,152.74100,-50.80440,873.44500,408.31200
119,21.58530,-16.84450,-26.13060,-41.58840,13.04170,-13.88880,24.22090,34.78240,-17.82860,9.55145,9.30700,-12.46170,-17.92910,-7.81296,151.06900,-76.63770,152.65000,-50.99250,873.38100,408.28200
120,21.69310,-16.79890,-26.09710,-41.56380,13.17140,-13.90630,24.50150,34.64810,-17.88240,9.47863,9.34076,-12.54620,-18.18740,-7.84000,151.04600,-76.63580,152.59200,-51.19850,873.29600,408.16500
121,21.79750,-16.73860,-26.02160,-41.55030,13.19410,-13.93670,24.44900,34.65400,-17.93160,9.38548,9.34195,-12.54150,-18.14460,-7.82210,150.99200,-76.63410,152.52300,-51.41550,873.22600,408.15600
122,21.90520,-16.68350,-25.95240,-41.53030,13.25150,-13.94740,24.54730,34.57430,-17.99020,9.30183,9.36365,-12.57360,-18.23940,-7.81831,150.94300,-76.62590,152.44400,-51.63810,873.16500,408.12200
123,22.00110,-16.62320,-25.86670,-41.49550,13.18390,-13.96800,24.35960,34.73830,-18.04880,9.20978,9.36368,-12.51290,-18.02940,-7.76694,150.86000,-76.61050,152.34400,-51.85790,873.12300,408.17700
124,22.11190,-16.57850,-25.81710,-41.47580,13.19850,-13.98860,24.37400,34.75620,-18.09520,9.15277,9.38969,-12.49370,-18.04760,-7.74721,150.87300,-76.60610,152.32700,-52.12230,873.05400,408.16100
125,22.22040,-16.55010,-25.76720,-41.48000,13.20560,-14.00060,24.39370,34.72700,-18.15830,9.07995,9.41943,-12.48930,-18.08630,-7.72024,150.80900,-76.59720,152.22600,-52.36650,872.99200,408.15200
126,22.34340,-16.52480,-25.72800,-41.46690,13.20360,-14.00690,24.43870,34.72580,-18.23970,9.01781,9.44971,-12.49210,-18.13140,-7.69603,150.69500,-76.58650,152.07600,-52.61900,872.93700,408.17500
127,22.47670,-16.53680,-25.74220,-41.45880,13.18980,-14.04060,24.53260,34.77020,-18.24170,8.97228,9.48046,-12.40570,-18.25730,-7.68595,150.82800,-76.63410,152.17100,-53.03600,872.84700,408.15000
128,22.64840,-16.55370,-25.70010,-41.43310,13.19380,-14.05330,24.59240,34.76510,-18.32370,8.89242,9.52252,-12.38900,-18.32050,-7.65417,150.77800,-76.63680,152.07100,-53.30180,872.76000,408.19000
129,22.84390,-16.57550,-25.66360,-41.39320,13.19500,-14.06280,24.65520,34.81110,-18.40950,8.81437,9.57078,-12.35660,-18.36400,-7.61924,150.77800,-76.64340,152.01500,-53.58360,872.65800,408.24900
130,23.05800,-16.58400,-25.63960,-41.36700,13.21200,-14.08470,24.72320,34.83680,-18.52440,8.73532,9.62427,-12.34420,-18.43500,-7.58772,150.73500,-76.64700,151.91200,-53.85650,872.53800,408.33400
131,23.27380,-16.59440,-25.63160,-41.33640,13.23030,-14.11260,24.86720,34.84190,-18.65630,8.62833,9.68153,-12.34870,-18.58920,-7.56362,150.58100,-76.66370,151.69000,-54.19380,872.41600,408.41100
132,23.50060,-16.62800,-25.61020,-41.36780,13.29200,-14.11870,24.92260,34.80080,-18.82220,8.53276,9.73938,-12.39960,-18.62650,-7.52697,150.41900,-76.63270,151.46000,-54.36750,872.28600,408.60800
133,23.72610,-16.66770,-25.60120,-41.34680,13.32500,-14.13050,25.02220,34.76490,-18.92710,8.42577,9.78046,-12.38970,-18.74620,-7.51168,150.37100,-76.65630,151.35000,-54.69870,872.15700,408.78100
134,23.95680,-16.73780,-25.58980,-41.33580,13.35380,-14.15390,25.12360,34.78640,-19.01410,8.31389,9.81977,-12.35910,-18.86280,-7.49317,150.36700,-76.68950,151.27800,-55.07230,872.01600,408.97100
135,24.19350,-16.81660,-25.57070,-41.31890,13.38690,-14.17270,25.19120,34.76640,-19.11310,8.19975,9.85550,-12.34240,-18.93870,-7.47281,150.32700,-76.71060,151.17100,-55.43080,871.89500,409.21900
136,24.44210,-16.92230,-25.48870,-41.32890,13.45220,-14.20330,25.31970,34.73270,-19.17670,8.02615,9.87873,-12.31830,-19.07170,-7.46553,150.36900,-76.75330,151.14300,-55.83660,871.72900,409.46000
137,24.71850,-17.04260,-25.48230,-41.31630,13.47690,-14.22370,25.34370,34.69880,-19.27210,7.93054,9.92115,-12.26200,-19.12080,-7.43155,150.39400,-76.79800,151.09100,-56.24940,871.56800,409.77800
138,25.01360,-17.16240,-25.46440,-41.28470,13.46020,-14.27510,25.35040,34.82700,-19.32330,7.77791,9.94838,-12.12770,-19.12770,-7.40074,150.55200,-76.88030,151.17000,-56.76090,871.37700,410.11800
139,25.36650,-17.30820,-25.44270,-41.29040,13.57530,-14.31320,25.54730,34.75700,-19.46730,7.63744,10.00480,-12.14440,-19.32880,-7.39691,150.55300,-76.92150,151.07500,-57.16460,871.15100,410.48900
140,25.71890,-17.40770,-25.29410,-41.26770,13.63110,-14.35410,25.64440,34.77950,-19.60830,7.43398,10.03370,-12.12470,-19.42750,-7.38386,150.52500,-76.96830,150.95500,-57.56340,870.92800,410.98800
141,26.06060,-17.53190,-25.40990,-41.27230,13.59320,-14.38410,25.47650,34.88650,-19.82830,7.34194,10.08410,-12.07160,-19.27360,-7.31307,150.31800,-76.99110,150.65100,-57.90920,870.72000,411.62700
142,26.40220,-17.67050,-25.51020,-41.24490,13.66370,-14.43120,25.68070,34.87070,-19.94550,7.27584,10.12310,-12.02960,-19.53790,-7.34215,150.36700,-77.08650,150.61400,-58.48520,870.47300,412.19200
143,26.68120,-17.84970,-25.47450,-41.37880,13.62380,-14.44430,25.61790,34.96350,-20.05920,7.09458,10.13070,-11.94970,-19.50650,-7.30244,150.27000,-77.14200,150.42000,-58.91810,870.27300,412.94700
144,26.99740,-18.01940,-25.58690,-41.36320,13.65170,-14.47480,25.72420,35.01050,-20.19470,7.08412,10.16830,-11.91340,-19.63710,-7.31930,150.22500,-77.20430,150.28500,-59.45200,870.07300,413.75900
145,27.26980,-18.23170,-25.63100,-41.49150,13.70110,-14.48300,25.92580,34.94510,-20.31690,6.97098,10.19030,-11.92000,-19.91390,-7.34328,150.00700,-77.28040,149.96600,-60.04450,869.85700,414.53900
146,27.56560,-18.42500,-25.57400,-41.56930,13.75170,-14.44420,26.05010,34.82640,-20.47690,6.84407,10.19100,-11.97620,-20.06150,-7.36777,149.78100,-77.29190,149.64800,-60.49830,869.69800,415.57000
147,27.86180,-18.61130,-25.55820,-41.60820,13.66790,-14.44850,25.83160,34.99910,-20.62710,6.77756,10.18030,-11.89030,-19.90090,-7.34076,149.55400,-77.34000,149.34100,-61.07980,869.51100,416.72200
148,28.16090,-18.75390,-25.46080,-41.62460,13.67640,-14.43510,25.82710,35.04530,-20.77330,6.61552,10.14410,-11.89180,-19.96210,-7.37458,149.30200,-77.38880,149.01000,-61.67690,869.32700,417.92100
149,28.45630,-18.87860,-25.48700,-41.66960,13.77740,-14.43990,26.09420,34.94030,-20.88080,6.53469,10.11970,-11.92410,-20.34220,-7.48298,149.20900,-77.48200,148.84000,-62.42590,869.09200,419.15100
150,28.72980,-19.00260,-25.47610,-41.70560,13.75150,-14.44410,25.89370,34.99140,-21.02530,6.44373,10.06710,-11.88610,-20.23860,-7.51265,148.96600,-77.52890,148.53000,-63.08240,868.91400,420.64000
151,29.00400,-19.12350,-25.51080,-41.70910,13.78420,-14.42370,25.94810,35.02890,-21.15750,6.39524,10.03240,-11.90330,-20.32010,-7.59831,148.79300,-77.57530,148.28500,-63.77580,868.74500,422.17700
152,29.27160,-19.22260,-25.51410,-41.67850,13.82980,-14.35890,25.88880,34.95230,-21.34380,6.36533,10.00250,-11.98250,-20.28390,-7.66326,148.46900,-77.56940,147.88700,-64.34280,868.59700,423.88100
153,29.53150,-19.30510,-25.43040,-41.60310,13.83570,-14.32410,25.91210,34.91280,-21.39730,6.30874,9.92817,-11.94280,-20.38460,-7.78150,148.43400,-77.65640,147.80000,-65.21750,868.42700,425.64400
154,29.76790,-19.40140,-25.45070,-41.56830,13.95010,-14.25830,26.13780,34.75110,-21.47360,6.27802,9.87864,-12.01140,-20.62490,-7.93796,148.38300,-77.70870,147.68100,-66.01080,868.27800,427.46300
155,29.99220,-19.45320,-25.46770,-41.51330,13.98700,-14.15470,26.14410,34.61480,-21.60460,6.22302,9.80542,-12.07970,-20.64760,-8.05645,148.13700,-77.72380,147.37400,-66.71860,868.17700,429.49800
156,30.18440,-19.52300,-25.59320,-41.47660,13.98080,-14.08020,26.03330,34.64270,-21.67790,6.16598,9.69141,-12.06660,-20.57550,-8.18594,147.96200,-77.78940,147.15800,-67.56480,868.06500,431.62800
157,30.37020,-19.53230,-25.63160,-41.43220,13.93700,-13.97260,25.84680,34.69760,-21.76240,6.07044,9.56068,-12.03990,-20.41900,-8.30289,147.67700,-77.86150,146.82800,-68.38330,867.98100,433.91000
158,30.58340,-19.51820,-25.66650,-41.29480,14.02960,-13.84750,25.90570,34.51360,-21.86710,6.04154,9.45176,-12.13060,-20.53620,-8.48948,147.38000,-77.93460,146.48200,-69.22360,867.86500,436.25800
159,30.73850,-19.53920,-25.61730,-41.24290,14.01050,-13.70650,25.74650,34.51510,-21.94170,5.88121,9.29319,-12.13810,-20.40260,-8.62463,146.96500,-78.01210,146.01000,-70.04110,867.82800,438.73800
160,30.89430,-19.54350,-25.72160,-41.16540,13.98300,-13.55570,25.69160,34.54680,-21.97230,5.77264,9.14129,-12.09940,-20.37010,-8.80230,146.66600,-78.14970,145.66000,-71.00410,867.77300,441.29300
161,31.04210,-19.55750,-25.81740,-41.07680,14.06390,-13.37100,25.79370,34.37270,-22.03580,5.73208,9.02796,-12.16210,-20.50660,-8.99517,146.29300,-78.26410,145.20700,-71.88110,867.72800,443.89500
162,31.16340,-19.54540,-25.89150,-41.00270,13.98080,-13.15440,25.57510,34.36500,-22.08120,5.58615,8.87726,-12.08690,-20.29800,-9.12004,145.83900,-78.39090,144.67300,-72.76820,867.76300,446.69900
163,31.28730,-19.63760,-26.04010,-41.01490,14.03960,-12.90930,25.66030,34.11410,-22.13650,5.51986,8.75676,-12.13630,-20.42140,-9.31321,145.39300,-78.51620,144.13200,-73.66620,867.78600,449.45800
164,31.35400,-19.63940,-26.02020,-40.98480,13.98120,-12.63850,25.38200,33.94010,-22.14930,5.34968,8.58677,-12.06640,-20.21740,-9.43422,144.88400,-78.64700,143.52700,-74.55180,867.89200,452.41800
165,31.45440,-19.58800,-26.16520,-40.92310,14.00960,-12.32570,25.51250,33.71160,-22.19250,5.25490,8.47891,-12.09540,-20.34830,-9.62116,144.33900,-78.79150,142.86000,-75.49080,867.97900,455.33200
166,31.51860,-19.61210,-26.27800,-40.88400,13.93210,-11.99170,25.24350,33.55090,-22.20980,5.19795,8.36340,-11.98760,-20.13610,-9.72899,143.83200,-78.93850,142.22400,-76.42910,868.13200,458.43500
167,31.54330,-19.60490,-26.29000,-40.82440,13.85980,-11.58410,25.16520,33.27300,-22.21660,5.07318,8.24047,-11.94380,-20.09530,-9.86400,143.17600,-79.08490,141.42500,-77.36190,868.35900,461.50400
168,31.53620,-19.43370,-26.47240,-40.65260,13.76440,-11.06060,25.16040,33.40350,-22.23780,5.01581,8.17245,-11.86120,-19.87950,-9.96806,142.50000,-79.21180,140.57300,-78.25620,868.72300,464.67400
169,31.48740,-19.35560,-26.63510,-40.57190,13.64620,-10.59140,25.05980,33.10770,-22.19580,5.03206,8.07503,-11.73210,-19.58980,-10.11690,141.93900,-79.36370,139.86600,-79.23680,869.04100,467.91100
170,31.39040,-19.27370,-26.75640,-40.56550,13.68470,-10.06730,25.39110,32.61650,-22.15030,4.98342,7.95942,-11.78820,-19.61340,-10.37830,141.25800,-79.49050,139.04200,-80.18100,869.42600,471.13100
171,31.27810,-19.17890,-26.91040,-40.43980,13.59790,-9.47473,25.59090,32.34700,-22.10130,4.99442,7.87078,-11.74140,-19.30120,-10.58290,140.61300,-79.59650,138.23500,-81.12850,869.89400,474.43700
172,31.17220,-19.04890,-27.11810,-40.35480,13.50110,-8.76540,25.59540,31.93760,-22.12820,5.08404,7.84093,-11.70360,-18.72780,-10.72370,139.86900,-79.63950,137.29700,-81.98090,870.42700,477.80800
173,31.04260,-18.97110,-27.18660,-40.29030,13.48280,-8.10175,26.03250,31.51120,-22.05040,5.10670,7.78518,-11.66460,-18.40620,-10.96040,139.33300,-79.74420,136.56500,-82.99110,870.99000,481.07200
174,30.88560,-18.87880,-27.40670,-40.23820,13.49020,-7.40203,26.47940,31.01220,-22.00440,5.12101,7.76553,-11.67480,-18.01600,-11.19760,138.69100,-79.81070,135.70900,-83.93550,871.58400,484.36300
175,30.67280,-18.82280,-27.42050,-40.29230,13.49950,-6.68210,26.96540,30.45520,-21.92960,5.01271,7.70611,-11.72160,-17.65960,-11.44730,137.89900,-79.87470,134.69000,-84.82980,872.23500,487.63400
176,30.52680,-18.72070,-27.70950,-40.19420,13.58110,-5.97060,27.61920,29.84720,-21.91390,5.12051,7.75421,-11.82060,-17.37190,-11.72170,137.18400,-79.93890,133.72100,-85.78070,872.88800,490.80900
177,30.31460,-18.63910,-27.81570,-40.16430,13.59510,-5.34901,28.20900,29.31750,-21.85520,5.07389,7.74916,-11.86660,-16.91090,-11.98370,136.31500,-80.00690,132.59500,-86.69570,873.60200,494.00500
178,30.08190,-18.56620,-27.84460,-40.18510,13.62520,-4.72576,29.01310,29.00200,-21.82680,4.92604,7.76495,-11.89560,-16.18280,-12.19390,135.29800,-80.03800,131.28600,-87.47930,874.38600,497.13000
179,29.91220,-18.44190,-28.08960,-39.99960,13.80160,-4.25714,30.05200,28.47210,-21.72330,4.98294,7.81357,-11.90710,-15.67980,-12.49030,134.64300,-80.16100,130.35800,-88.55090,875.10600,500.21400
180,29.69100,-18.37470,-28.07970,-40.07830,14.11260,-3.97410,30.75040,28.17710,-21.64350,4.72444,7.82031,-11.91620,-14.72820,-12.70060,133.76000,-80.22770,129.18100,-89.34850,875.84300,503.15500
181,29.55180,-18.28870,-28.10070,-40.04150,14.75990,-3.76373,31.31370,27.71950,-21.58190,4.58881,7.86123,-12.00520,-13.76030,-12.95630,133.00700,-80.30190,128.14600,-90.15390,876.51900,506.01700
182,29.42310,-18.18220,-28.20260,-39.97010,15.62550,-3.89656,31.33070,27.52580,-21.52590,4.48128,7.92033,-11.94940,-12.34530,-13.14300,132.28200,-80.38950,127.13300,-90.94720,877.16100,508.74100
183,29.21340,-18.01030,-28.29900,-39.97050,16.65950,-4.47344,30.79760,27.40580,-21.40760,4.31607,7.93588,-11.80490,-10.71460,-13.33350,131.50200,-80.49850,126.09400,-91.77340,877.79400,511.36100
184,29.08650,-18.02100,-28.43290,-39.97050,17.74870,-5.27562,30.22180,27.54280,-21.29010,4.25873,8.00024,-11.55300,-9.09292,-13.51810,130.68600,-80.66210,125.01300,-92.66860,878.41000,513.87500
185,28.86470,-17.87020,-28.64620,-39.92460,18.82130,-6.02673,29.43830,27.68130,-21.11760,4.16831,8.05908,-11.20850,-7.52831,-13.69610,129.67000,-80.85130,123.72900,-93.65100,879.08800,516.26700
186,28.61080,-17.79270,-28.88090,-39.91920,19.83210,-6.90115,28.79860,28.12790,-20.89550,4.11315,8.12212,-10.78040,-6.14892,-13.89340,128.46600,-81.08590,122.26600,-94.75370,879.83100,518.57900
187,28.30040,-17.73030,-28.95580,-40.02710,20.80300,-7.48535,28.15030,28.52800,-20.65220,3.84861,8.14914,-10.34950,-4.91930,-14.09350,126.91000,-81.31010,120.44500,-95.82440,880.61900,520.77900
188,28.05380,-17.61710,-29.15570,-39.95450,21.79790,-7.80389,27.60390,28.75440,-20.48960,3.69326,8.21791,-9.95347,-3.80682,-14.30130,125.07600,-81.51320,118.34300,-96.86800,881.41800,522.88400
189,27.81110,-17.48400,-29.34880,-39.80570,22.86040,-8.02747,27.49620,28.94390,-20.36350,3.48435,8.28676,-9.62054,-2.78392,-14.49760,122.90600,-81.68950,115.90000,-97.86730,882.21400,524.87000
190,27.54520,-17.33430,-29.48340,-39.71500,24.01610,-8.46117,27.36370,29.31360,-20.24530,3.21958,8.31462,-9.34152,-1.77655,-14.72350,120.50700,-81.83200,113.25300,-98.81280,882.99900,526.81300
191,27.30250,-17.16840,-29.57480,-39.50920,25.27800,-8.64454,27.36250,29.35130,-20.14670,2.96674,8.33018,-9.10926,-0.81457,-14.95570,117.98000,-81.94690,110.49000,-99.73720,883.76400,528.67500
192,27.03910,-16.97400,-29.80360,-39.45290,26.62530,-9.08702,27.49040,29.67220,-20.06280,2.74042,8.35346,-8.90522,0.15294,-15.19880,115.43800,-82.03290,107.72700,-100.64000,884.48600,530.47400
193,26.77200,-16.82810,-29.71710,-39.17980,28.06320,-9.28583,27.53870,29.76350,-19.95830,2.42398,8.33846,-8.71771,1.15096,-15.42530,112.98100,-82.09080,105.05100,-101.51700,885.19800,532.16400
194,26.51800,-16.66370,-29.81910,-39.08570,29.55860,-9.64276,27.67580,29.85750,-19.84860,2.12730,8.37671,-8.53378,2.13080,-15.62550,110.73500,-82.14100,102.57000,-102.40000,885.90200,533.76600
195,26.29060,-16.52220,-29.84840,-38.93890,31.11200,-9.91800,27.76000,30.15570,-19.74030,1.84383,8.40924,-8.36784,3.06473,-15.83950,108.68600,-82.17320,100.29700,-103.26500,886.58500,535.31500
196,26.09770,-16.40030,-29.89580,-38.78160,32.72440,-10.19250,27.85460,30.48340,-19.63680,1.59100,8.46644,-8.22242,3.92190,-16.05920,106.87000,-82.20130,98.25000,-104.11700,887.19900,536.80400
197,25.91680,-16.29880,-29.94530,-38.68040,34.40810,-10.41490,27.92010,30.77090,-19.52590,1.36729,8.53780,-8.10238,4.71337,-16.28650,105.24200,-82.22810,96.39320,-104.95000,887.78500,538.20400
198,25.74190,-16.20810,-30.02870,-38.59490,36.14420,-10.65460,28.02190,31.09370,-19.40840,1.18281,8.61355,-7.98795,5.44976,-16.52660,103.67600,-82.26200,94.60850,-105.75800,888.33100,539.55800
199,25.56130,-16.11980,-30.09600,-38.53090,37.92770,-11.11640,28.04560,31.71420,-19.27600,0.99909,8.69395,-7.87262,6.17110,-16.77170,102.15600,-82.29880,92.86850,-106.53600,888.86500,540.85800
200,25.38250,-16.04260,-30.20370,-38.49430,39.74360,-11.67000,28.04360,32.37360,-19.13990,0.84738,8.78681,-7.76139,6.81644,-17.02090,100.61900,-82.33810,91.11580,-107.31700,889.39200,542.05400
201,25.21520,-15.95420,-30.28060,-38.45850,41.59160,-12.16200,28.07160,32.99430,-18.99860,0.66832,8.87837,-7.66132,7.40404,-17.27880,99.02730,-82.38130,89.30820,-108.07700,889.91600,543.21600
202,25.05610,-15.86520,-30.36210,-38.43020,43.44710,-12.65470,28.16700,33.66750,-18.85360,0.47467,8.97458,-7.55193,7.93915,-17.54330,97.33860,-82.42810,87.40290,-108.82900,890.43700,544.30000
203,24.92310,-15.76330,-30.45340,-38.35160,45.31660,-13.19520,28.31110,34.44200,-18.71990,0.26430,9.06998,-7.42455,8.44240,-17.81900,95.52350,-82.47240,85.37360,-109.56700,890.95800,545.32900
204,24.84030,-15.64920,-30.58120,-38.12600,47.17010,-13.38040,28.73280,34.73360,-18.61410,0.15051,9.20093,-7.34391,8.76758,-18.10320,93.53990,-82.51800,83.15470,-110.30100,891.46200,546.27400
205,24.69060,-15.54740,-30.55360,-38.06700,48.97710,-13.92130,28.98740,35.73240,-18.46520,-0.18992,9.27163,-7.16780,9.27769,-18.36500,91.45730,-82.53690,80.85700,-110.96900,891.99100,547.21700
206,24.53770,-15.45560,-30.61910,-37.99890,50.78880,-14.32620,29.28360,36.38050,-18.32790,-0.42268,9.37721,-7.04910,9.60972,-18.64430,89.24550,-82.54730,78.42300,-111.61300,892.52700,548.09300
207,24.36590,-15.35880,-30.70370,-37.95090,52.57720,-14.84790,29.48520,37.32840,-18.19430,-0.63042,9.50038,-6.90370,9.96500,-18.92090,87.06370,-82.53590,76.01500,-112.25100,893.07900,548.87900
208,24.17940,-15.25460,-30.83020,-37.95700,54.35310,-15.36280,29.59330,38.17780,-18.07270,-0.84767,9.64023,-6.77105,10.28410,-19.18890,84.90870,-82.50100,73.62710,-112.85600,893.68600,549.62200
209,24.01960,-15.15920,-30.87350,-37.72380,56.08280,-15.77020,29.68500,38.96300,-17.97700,-1.02971,9.79876,-6.63799,10.57090,-19.42550,82.75700,-82.44580,71.22560,-113.47000,894.29100,550.28000
210,23.89120,-15.02370,-30.98130,-37.64370,57.77600,-16.34490,29.76980,40.08040,-17.90400,-1.26103,9.95214,-6.47967,10.88640,-19.68020,80.72140,-82.36300,68.95050,-114.07300,894.91800,550.89800
211,23.75830,-14.89610,-31.05200,-37.55750,59.45800,-16.82810,29.76370,40.92600,-17.80390,-1.52113,10.10920,-6.30412,11.17490,-19.91230,78.59170,-82.28820,66.57630,-114.68000,895.55800,551.44700
212,23.63750,-14.74960,-31.17400,-37.37380,61.11170,-17.26560,30.04670,41.79900,-17.72940,-1.70541,10.28540,-6.12128,11.47310,-20.13000,76.57220,-82.19960,64.31000,-115.29500,896.19500,551.95100
213,23.48800,-14.61580,-31.17270,-37.23990,62.72930,-17.47030,30.41190,42.39700,-17.60610,-2.00673,10.43100,-5.91563,11.76670,-20.33450,74.48930,-82.10430,61.99360,-115.92500,896.88200,552.35900
214,23.32740,-14.49340,-31.21630,-37.10860,64.37270,-17.99740,30.49810,43.18820,-17.49770,-2.24262,10.59700,-5.73121,12.07350,-20.52100,72.48950,-81.99460,59.75900,-116.46400,897.52200,552.71600
215,23.17330,-14.37110,-31.29190,-36.98820,65.97770,-18.47730,30.68240,44.17700,-17.40010,-2.44959,10.76760,-5.50659,12.40460,-20.70140,70.51570,-81.86940,57.55740,-117.02000,898.17400,552.99600
216,23.02220,-14.26150,-31.38890,-36.87960,67.58770,-18.59680,30.91530,44.53210,-17.27880,-2.65047,10.95880,-5.30464,12.64880,-20.84470,68.44450,-81.75130,55.24910,-117.58900,898.83300,553.14900
217,22.90540,-14.12750,-31.55130,-36.71330,69.16780,-19.01080,31.10930,45.41470,-17.22680,-2.80013,11.15620,-5.08768,12.92660,-20.99290,66.46290,-81.58710,53.03380,-118.11000,899.43100,553.28000
218,22.79430,-14.00900,-31.65360,-36.58180,70.73270,-19.62230,31.14870,46.46560,-17.17410,-3.03464,11.33690,-4.86174,13.18680,-21.12090,64.48270,-81.39730,50.82300,-118.59100,900.06100,553.31000
219,22.67220,-13.89870,-31.65630,-36.48320,72.24190,-19.88070,31.42520,47.30540,-17.09880,-3.38392,11.51200,-4.62434,13.39240,-21.22870,62.45690,-81.18020,48.55810,-119.06300,900.63700,553.26900
220,22.57550,-13.78870,-31.81480,-36.32160,73.72960,-20.24510,31.60770,48.06550,-17.06920,-3.57700,11.69890,-4.38321,13.54230,-21.33180,60.41020,-80.93940,46.28140,-119.54600,901.20400,553.19800
221,22.45550,-13.69900,-31.91300,-36.23930,75.19840,-20.59960,31.74820,48.80330,-17.03540,-3.84403,11.88920,-4.15923,13.68000,-21.40500,58.53160,-80.67120,44.16600,-119.97900,901.74700,553.02200
222,22.32310,-13.62240,-32.00430,-36.18360,76.62320,-20.92690,31.90430,49.52480,-17.00880,-4.11224,12.07990,-3.94520,13.78280,-21.47650,56.79910,-80.37870,42.19420,-120.38200,902.27000,552.83100
223,22.19310,-13.53060,-32.08760,-36.12870,78.01570,-21.48090,32.04460,50.45470,-16.98340,-4.39496,12.25780,-3.72303,13.88010,-21.55070,55.19610,-80.07530,40.36310,-120.77700,902.81700,552.61900
224,22.06710,-13.45780,-32.16180,-36.07950,79.37940,-21.63340,32.31360,51.01080,-16.93930,-4.67534,12.45170,-3.50966,13.94760,-21.61710,53.72120,-79.79100,38.65200,-121.18300,903.32500,552.38200
225,21.96730,-13.35940,-32.16660,-36.00060,80.72090,-21.99420,32.55670,51.84500,-16.92160,-4.99888,12.61240,-3.31310,14.05610,-21.69410,52.52840,-79.50710,37.24160,-121.50100,903.87500,552.20000
226,21.90230,-13.27040,-32.23320,-35.91030,82.08400,-22.33590,32.77860,52.63210,-16.91400,-5.28090,12.79210,-3.12981,14.13230,-21.76840,51.38310,-79.23530,35.87820,-121.86300,904.34900,551.93600
